"순번","시군구코드","건물군일련번호","도로명코드","도로구간일련번호","기초구간일련번호","건물군명","건물군명영문","입력방법","위도","경도"
"21905","11560","700","4154079","2241","13863"," "," ","1","37.5241147","126.9062657"
"21908","11560","777","4154739","2099","13056","신길4차우성아파트","Singil Woosung Apts.","1","37.5142479","126.916477"
"21913","11530","1043","4148414","1567","19120"," "," ","1","37.4812213","126.8251401"
"21915","11545","588","4151112","1184","11979","유호그린빌라"," ","1","37.4631736","126.9112269"
"21919","11560","1353","3000028","3091","21465"," "," ","1","37.5148635","126.9029906"
"21920","11560","1355","3000028","3091","21450","구로세무서","Guro Tax Office","1","37.5135937","126.8997635"
"21925","11530","1477","4148455","2491","29086"," "," ","1","37.481571","126.8883358"
"21928","11545","249","3117007","679","6034","벽산아파트 3단지"," ","1","37.4531593","126.9176655"
"21932","11530","1024","4148413","1560","18924"," "," "," ","37.4811192","126.8236791"
"21935","11560","575","4154597","1572","9724"," "," ","1","37.5231539","126.9057441"
"21939","11560","986","4154232","2621","16232"," "," ","1","37.5138127","126.8932503"
"21942","11560","695","4154505","1935","11986"," "," ","1","37.5030322","126.9124966"
"21947","11530","1460","4148418","2436","28520"," "," ","1","37.4797954","126.825083"
"21150","11500","1099","3115008","1849","28936","현대염창정비센터","Hyundaiyeomchang Repair Center","1","37.5500828","126.8723036"
"21153","11530","486","4148110","625","8136"," "," ","1","37.5019833","126.8799713"
"21157","11590","704","4157422","740","10894"," "," ","1","37.5001608","126.9601592"
"21160","11560","1307","3118024","3085","21029","영등포삼환아파트","Yeongdeungpo Samhwan Apt.","1","37.5293862","126.9049605"
"21163","11560","1318","3118024","3085","21034"," "," ","1","37.5303368","126.9054783"
"21167","11545","59","3000024","168","3005"," "," ","1","37.4521368","126.9067215"
"21171","11530","1511","4148293","2538","29586"," "," "," ","37.4797236","126.8925251"
"21173","11545","295","3117001","682","6209","명지문화(주)"," ","1","37.4738219","126.8837719"
"21175","11560","796","4154441","2148","13342","경남아너스빌","Keangnam HonorsVille","1","37.5272491","126.888311"
"21177","11560","1165","4154625","3066","19191"," "," ","1","37.5411079","126.8937738"
"21181","11530","715","4148402","1048","12529","신도림우성5차아파트","Sindorim Woosung 3 Cha Apt.","1","37.5126363","126.8842224"
"21184","11500","75","4145101","62","2055","원미아파트","Wonmi Apartment"," ","37.5648508","126.8089232"
"21188","11500","550","4145341","497","14270","방화3단지아파트","Bang Hwa3Danji Apartment","1","37.5756513","126.8128841"
"21192","11530","890","4148123","1208","15175","영풍마드레빌아파트","Youngpoong Madlevill Apt."," ","37.4916239","126.8388802"
"21197","11530","1235","4148058","1996","23602"," "," ","1","37.5041001","126.858078"
"21199","11470","645","4142360","959","14951","유신빌라","Yusin Villa"," ","37.5171812","126.846491"
"21200","11470","655","3114013","1005","15266","신월문화체육센타"," "," ","37.5200055","126.834968"
"21503","11530","505","4148235","658","8405","경남연립","Gyeongnam Apt.","1","37.4982602","126.8815762"
"21506","11530","79","3000028","12","1454","동양미래대학","Dongyang Mirae College","1","37.5013102","126.8674961"
"21507","11530","384","4148241","263","4769"," "," ","1","37.4851354","126.8855533"
"21509","11470","586","4142235","485","11079","신목초등학교","Seoul Sinmok Elementart School"," ","37.5169118","126.8728994"
"21511","11500","7","3115006","4","176","현대카센터","Hyundai Motors Repair Shop","1","37.557066","126.8121203"
"21512","11500","636","2005007","557","16273"," "," "," ","37.5613324","126.8084138"
"21515","11500","983","3115005","665","20886"," "," ","1","37.5670204","126.8123986"
"21516","11530","48","3116001","11","1192","대원주유소","Daewon Oil Station","1","37.486169","126.856086"
"21517","11530","318","4148329","48","3334","(주)웰크론","Welcron","1","37.4828712","126.8933303"
"21518","11545","770","4151204","1503","15847"," "," ","1","37.4674874","126.891705"
"21519","11545","779","4151204","1503","15852","대진정공(주)"," ","1","37.4678669","126.8915917"
"21522","11500","388","4145025","389","10518","화곡동제1복지아파트","Hwagokdong Firstbokji Apartment"," ","37.5326346","126.8402319"
"21523","11470","514","3114009","419","9887","쌍용아파트","Ssangyong Apts."," ","37.5181084","126.8756306"
"21524","11530","187","3116003","18","2086"," "," ","1","37.5054424","126.8562112"
"21525","11530","189","3116003","18","2082"," "," ","1","37.5051429","126.8554547"
"21526","11530","509","4148232","669","8513"," "," ","1","37.497283","126.8834481"
"21528","11530","520","4148238","677","8628"," "," ","1","37.4995051","126.8829837"
"21530","11545","421","4151274","850","8332","유진산업"," ","1","37.4754629","126.8940146"
"21531","11545","403","3116013","827","7893","라이프아파트"," ","1","37.4611056","126.8923366"
"21532","11500","645","2005007","557","16554","삼성전자프라자","Samsung Electronics Plaza"," ","37.5492741","126.8692186"
"21092","11500","248","4145399","281","7088"," "," "," ","37.5694691","126.8154841"
"21093","11545","794","4151210","896","8955","골든위브"," ","1","37.4651413","126.8943162"
"21094","11530","1807","3116016","2741","30708","천왕이펜하우스3단지","Cheonwang Ippen Haus 3 Dangi"," ","37.4828166","126.8403215"
"21096","11530","1922","3005068","1999","23616"," "," "," ","37.5054509","126.8601434"
"21097","11530","888","4148422","1206","15090","오류애육원","Oryuaeyukwon Orphanage","1","37.492628","126.844722"
"21099","11530","900","4148427","1220","15385"," "," ","1","37.4934792","126.8465427"
"21100","11545","393","3116013","827","7936","(주)대도ENG"," ","1","37.4682314","126.8890562"
"21102","11545","401","3116013","827","7945","대창정밀"," ","1","37.4698248","126.8884407"
"21103","11545","402","3116013","827","7924","인재와이어"," ","1","37.4661305","126.8899777"
"21104","11545","409","3116013","827","7967","에스어텍(주)"," ","1","37.4733856","126.8867727"
"21106","11545","411","3116013","827","7951"," "," ","1","37.4707698","126.8878415"
"21107","11470","642","4142411","945","14773"," "," "," ","37.5151275","126.8439511"
"21110","11530","358","4148209","204","4416"," "," ","1","37.4893179","126.8824999"
"21111","11500","510","4145208","471","13376","독일인쇄(주)","Dokil Printing Inc."," ","37.549543","126.8721816"
"21112","11500","942","4145382","606","19817","마곡수명산파크5단지아파트","Magoksu Myeongsan Park5Danji","1","37.5520773","126.8268592"
"21113","11500","1751","4145404","37","1256","동서그린뷰"," "," ","37.5695126","126.8225199"
"21114","11500","1851","4145063","90","3022","진주케슬"," "," ","37.5519191","126.8304235"
"21116","11530","456","3116006","614","7735","SK구로주유소","Sk Guro Oil Station","1","37.4935913","126.8721942"
"21119","11500","347","3115013","357","9474","강변아파트"," ","1","37.5652481","126.8554271"
"21120","11470","451","3114011","414","8968","뉴월드빌라"," "," ","37.527578","126.8564205"
"21949","11545","247","3117007","679","6010","혜명보육원"," ","1","37.4521691","126.9130586"
"21951","11545","901","4151002","1600","17567","코리아통상"," ","1","37.4721","126.8890264"
"21952","11545","909","4151002","1600","17578"," "," ","1","37.4721539","126.8878261"
"21953","11545","916","4151216","1617","17821"," "," ","1","37.4684197","126.8896326"
"21954","11545","923","4151216","1617","17825","강동산업"," ","1","37.4686542","126.88943"
"21956","11560","331","4154707","2537","15667"," "," ","1","37.5221089","126.8990581"
"21957","11530","1386","4148358","2232","26507","원일빌라","Wonil Villa","1","37.4957262","126.8344684"
"21959","11545","140","2005010","170","3483","더메이퀸하우스"," ","1","37.4724151","126.8977384"
"21960","11530","1038","4148418","2436","28524"," "," ","1","37.4800218","126.8252887"
"21962","11545","492","2000003","1612","17751","가산초등학교"," ","1","37.4779689","126.8964316"
"21963","11545","696","4151226","1457","14922"," "," ","1","37.4823425","126.8841677"
"21965","11530","1479","4148455","2491","29082"," "," ","1","37.4821418","126.88792"
"21966","11530","1486","4148324","2552","29728"," "," ","1","37.4818635","126.8917631"
"21967","11545","260","3117002","681","6092","원방드라이보드(주) A동"," "," ","37.4737929","126.8825303"
"21969","11560","356","4154504","941","5847"," "," ","1","37.5023924","126.9130455"
"21970","11560","358","4154217","955","5932"," "," ","1","37.5076741","126.899108"
"21972","11560","725","3116010","2024","12474"," "," ","1","37.4990576","126.9045903"
"21974","11560","736","4154223","2035","12573"," "," ","1","37.5129419","126.895266"
"21975","11560","740","4154223","2035","12572"," "," ","1","37.5129291","126.893335"
"21976","11560","743","4154223","2035","12570"," "," ","1","37.5130634","126.8947897"
"21977","11560","745","4154668","2037","12580"," "," ","1","37.508215","126.9217774"
"21979","11560","1147","3118008","3060","19122"," "," ","1","37.518663","126.9004577"
"21201","11500","995","4145098","835","22035"," "," "," ","37.5660321","126.8086268"
"21203","11500","998","4145373","838","22065"," "," ","1","37.5633759","126.8087489"
"21204","11500","1005","4145484","935","22814"," "," ","1","37.5670447","126.8146031"
"21205","11500","1006","4145088","946","22885"," "," ","1","37.5841456","126.7991076"
"21206","11500","1007","4145384","953","22933"," "," ","1","37.5711788","126.8085825"
"21208","11530","58","3116001","11","1205"," "," ","1","37.48857","126.856035"
"21209","11530","62","3116001","11","1197"," "," ","1","37.4873397","126.8560776"
"21210","11530","64","3116001","11","1208"," "," ","1","37.4892477","126.8559639"
"21212","11530","68","3000028","12","1435","구로소방서","Guro Fire Station","1","37.4978492","126.8653504"
"21213","11530","72","3000028","1035","12140"," "," ","1","37.506979","126.8844501"
"21215","11530","355","4148213","197","4345","구로2동어린이집","Guro 2-dong Child Care Center","1","37.4907199","126.883293"
"21216","11530","80","3000028","12","1329"," "," ","1","37.5069317","126.8847904"
"21218","11530","377","4148243","274","4882"," "," ","1","37.4867057","126.8819686"
"21219","11530","383","4148241","263","4796"," "," ","1","37.4866664","126.8832544"
"21221","11530","1236","4148058","1998","23607"," "," ","1","37.5040082","126.8578405"
"21223","11530","2022","4148273","959","11281"," "," "," ","37.5019671","126.8850163"
"21224","11530","2142","4148054","1194","14681","아스톤빌라","Aston Villa"," ","37.484712","126.8540257"
"21225","11530","908","4148425","1252","15535"," "," ","1","37.4913971","126.8443039"
"21226","11500","56","3115011","40","1394","신흥아너스빌"," ","1","37.5373866","126.8496807"
"21227","11500","1180","4145497","2442","35171","수명공원","Su Myeong Park"," ","37.5408497","126.8344704"
"21229","11500","1037","3005063","1300","25349"," "," "," ","37.5314802","126.8552291"
"21230","11500","1038","4145323","1325","25525"," "," ","1","37.5645896","126.8119937"
"21533","11500","1020","4145374","1140","24252"," "," "," ","37.5639195","126.8086358"
"21535","11500","1024","4145404","1182","24533"," "," ","1","37.5684512","126.8232978"
"21536","11500","1026","4145220","1188","24560"," "," ","1","37.5634388","126.8111901"
"21537","11500","1028","4145300","1199","24641","사랑채빌라"," ","1","37.5469678","126.8582425"
"21539","11530","77","3000028","12","1318"," "," ","1","37.5052749","126.8835359"
"21540","11530","81","3000028","12","1305","GS 네오텍","GS Neotek","1","37.5034174","126.8814913"
"21542","11530","93","3000028","12","1515"," "," ","1","37.4914989","126.8330414"
"21543","11530","375","4148241","263","4812"," "," ","1","37.486108","126.8817179"
"21545","11530","380","4148200","314","5112"," "," ","1","37.4869097","126.8848679"
"21546","11530","386","4148200","325","5172"," "," "," ","37.4869116","126.8838507"
"21548","11530","390","4148243","274","4884"," "," ","1","37.4864561","126.8819957"
"21550","11500","328","4145079","342","8953","제일제당기숙사","Cheil Jedang Dormitory"," ","37.5694038","126.8432388"
"21551","11500","334","4145332","344","9027","경비실","Guardroom","1","37.5702376","126.8204769"
"21553","11470","441","3114010","413","8926","남부필타운","nambupil Town"," ","37.521771","126.8608925"
"21554","11470","444","3114010","413","8826","풍양운수","Pungyang transport"," ","37.5180146","126.8409549"
"21491","11530","365","4148203","226","4562"," "," ","1","37.4884287","126.8822995"
"21492","11530","367","4148205","230","4618"," "," ","1","37.488835","126.883667"
"21496","11530","713","4148284","1047","12500"," "," ","1","37.5115678","126.8786361"
"21499","11530","470","4148292","616","7889","삼우화학공업(주)","Samu Chemical Industry Inc.","1","37.4984549","126.8772275"
"21502","11530","498","4148113","627","8160"," "," ","1","37.5018858","126.8792783"
"21556","11560","303","4154786","743","4697"," "," ","1","37.5288516","126.9029518"
"21122","11470","455","3114011","414","8992"," "," "," ","37.5267427","126.8618618"
"21123","11470","458","3114011","414","8988","현대자동차공업사","Hyundai Car Service"," ","37.5269059","126.8607726"
"21125","11470","465","3000010","415","9201","양정중고등학교","yangjeong High School"," ","37.534459","126.8869715"
"21126","11470","469","3000010","415","9023","대지빌딩","Daeji Bldg."," ","37.5079064","126.8713645"
"21128","11530","851","4148035","1187","14358"," "," ","1","37.4914712","126.8534431"
"21130","11530","862","4148056","1190","14517"," "," ","1","37.4867701","126.8529371"
"21066","11530","1499","4148447","2504","29319","보영탕","Boyeong Bathhouse","1","37.4824097","126.8893469"
"21071","11545","299","3117001","682","6223","SK 트윈테크타워"," "," ","37.4756579","126.8829617"
"21074","11560","791","4154509","1044","6443"," "," ","1","37.5038917","126.9089255"
"21078","11560","762","4154466","2074","12837","벽산아파트(양평동2가)","Yangpyeong-dong Byucksan Blooming Apts.","1","37.5222866","126.8830301"
"21082","11560","1182","2118002","3076","19970","미성아파트 라이프주택","Miseong APT Life Home","1","37.5198145","126.9244986"
"21088","11590","697","4157075","727","10818"," "," ","1","37.5110158","126.9566539"
"21089","11500","554","4145424","498","14293","방화12단지아파트","BangHwa 12(sibi) Danji Apartment","1","37.5706864","126.8066564"
"21091","11500","238","4145077","266","6645","등촌주공12단지아파트","Deungchonjugong1Danji Apartment","1","37.5649919","126.8425281"
"21095","11530","1811","3116016","2741","30685","천왕이펜하우스6단지","Cheonwang Ippen Haus 6 Danji"," ","37.4780422","126.8409783"
"21098","11530","898","4148427","1220","15388"," "," ","1","37.4931773","126.8464808"
"21101","11545","397","3116013","827","7960","금성정공"," ","1","37.4723399","126.8872229"
"21105","11545","410","3116013","827","7961"," "," ","1","37.4724921","126.8873568"
"21980","11560","1152","3118008","3060","19067","영문초등학교","Yeongmun Elementary School","1","37.5196891","126.8876939"
"21981","11560","1124","4154347","2986","18640"," "," ","1","37.5108774","126.9185667"
"21982","11560","1139","3118008","3044","18955"," "," ","1","37.5189067","126.8992731"
"21983","11560","143","3118013","349","2120"," "," ","1","37.5165011","126.883416"
"21984","11560","548","4154729","1535","9458"," "," ","1","37.5197213","126.9101468"
"21985","11560","553","4154729","1535","9458"," "," ","1","37.519946","126.910218"
"21986","11545","540","4151165","1053","10714","미래퓨처학원"," ","1","37.4723967","126.9015991"
"21987","11545","543","4151293","1060","10784"," "," ","1","37.4424579","126.904833"
"21988","11545","548","4151194","1087","10992"," "," ","1","37.4772646","126.8903511"
"21990","11590","1092","4157478","1118","15561","대천교회"," ","1","37.4902592","126.9126218"
"21946","11560","1104","4154801","2923","18220"," "," ","1","37.5211606","126.9070955"
"21948","11545","230","4151113","652","5716","남부여성발전센타"," ","1","37.4632828","126.906059"
"21950","11530","1128","4148463","1739","21191"," "," "," ","37.5081485","126.8541721"
"21955","11560","324","4154355","855","5319"," "," ","1","37.5050854","126.8969521"
"21958","11545","126","2005010","170","3324"," "," "," ","37.4446396","126.90341"
"21961","11545","483","3117003","884","8835"," "," ","1","37.4779493","126.8907436"
"21964","11530","1470","3000028","2469","28829"," "," ","1","37.5068965","126.8835893"
"21968","11560","348","4154033","1667","10280"," "," ","1","37.5040698","126.9151368"
"21971","11560","362","4154554","972","6063"," "," ","1","37.5151553","126.9092518"
"21973","11560","733","4154458","2034","12553","당산초등학교","Dangsan Elementary School","1","37.5395676","126.8961676"
"21978","11560","1141","4154148","3049","18981"," "," ","1","37.4969677","126.9045161"
"21232","11500","18","4145373","12","487"," "," ","1","37.5633736","126.8084594"
"21233","11500","26","4145228","21","670"," "," ","1","37.5297889","126.8592177"
"21235","11530","330","4148339","150","4036","하나가드리움","Hana Guardrium","1","37.4823672","126.8994928"
"21236","11530","339","3005070","20","2319"," "," ","1","37.495374","126.8828962"
"21237","11530","687","4148120","1043","12341"," "," ","1","37.5116238","126.8881297"
"21239","11470","634","4142096","898","14250","경남아너스빌","Gyeongnamaneoseubil"," ","37.5181923","126.8715579"
"21242","11470","501","3005067","417","9612","서울강신초등학교","Seoul Gangsin Elementary School"," ","37.5426673","126.8293717"
"21243","11530","800","4148398","1112","13380"," "," ","1","37.5106548","126.8816389"
"21244","11530","821","4148376","1130","13728"," "," ","1","37.4886599","126.8734727"
"21245","11530","156","3000023","14","1711","신구로주유소","Singuro Gas Station","1","37.497534","126.8924641"
"21247","11560","154","4154488","2010","12411","영등포종합사회복지관","Yeongdeungpo Social Welfare Center","1","37.4973351","126.9075449"
"21248","11560","807","4154113","2227","13757"," "," ","1","37.5286192","126.8972753"
"21250","11560","1212","3118022","3078","20094","삼환아파트","Samwhan Apts.","1","37.5230275","126.8872913"
"21251","11560","798","4154441","2148","13340","양평동 대우이안2","Yangpyeong-dong Daewoo Iaan 2","1","37.5270339","126.8893831"
"21253","11545","1568","4151091","1665","18315","순흥안씨"," "," ","37.458011","126.9085098"
"21254","11560","163","4154640","390","2485","윤중초등학교","Yunjung Elementary School","1","37.5195424","126.9228301"
"21256","11590","36","4157228","26","668"," "," ","1","37.4845263","126.9697301"
"21257","11590","1089","4157479","1117","15530"," "," ","1","37.4894274","126.9103624"
"21259","11530","978","4148033","1483","18070","개봉초등학교","Gaebong Elementary School","1","37.4894396","126.8584442"
"21260","11530","980","4148301","1499","18188","상우아파트","Sang-u Apartment","1","37.4937331","126.8609939"
"21504","11530","96","3000028","12","1285"," "," ","1","37.5012956","126.8778568"
"21505","11500","1021","4145375","1142","24268"," "," ","1","37.5648176","126.8105247"
"21508","11530","395","4148214","384","5679"," "," ","1","37.4903199","126.8859675"
"21510","11470","608","3114001","658","12515","재활용집하장","yangcheongu Garbageapchukhwanjeokjang"," ","37.5292551","126.8793388"
"21513","11500","16","4145373","12","478"," "," "," ","37.5626564","126.8087082"
"21514","11470","427","3114001","412","8670"," "," "," ","37.5274213","126.8772525"
"21520","11530","1581","4148045","1182","14246","대정실업","Daejeong Company"," ","37.4829079","126.8476041"
"21521","11500","376","4145422","376","10072","신동아아파트","Sindong-a APT sanggadong","1","37.5551884","126.8691347"
"21527","11530","513","4148232","669","8518","낙원교회","Nagwon Church","1","37.4976119","126.8835884"
"21529","11470","652","3114013","1005","15294","중부운수","Jungbu Transportation Co."," ","37.5244712","126.8306138"
"21534","11500","1023","4145293","1178","24517","용천사","Yongcheonsa","1","37.5378597","126.8618636"
"21538","11500","1031","4145190","1218","24796"," "," "," ","37.5543557","126.8533944"
"21541","11530","86","3000028","12","1430","라미우드빌딩","Ramiudeu Building","1","37.4977514","126.8638634"
"21544","11530","378","4148243","277","4915"," "," ","1","37.4869952","126.8819754"
"21547","11530","387","4148200","330","5192"," "," ","1","37.4869046","126.8840238"
"21549","11500","324","4145272","341","8888","청솔한의원","Cheongsol Oriental Clinic"," ","37.5420341","126.8440219"
"21108","11500","1004","4145484","935","22813"," "," ","1","37.5671154","126.8145524"
"21109","11530","75","3000028","12","1382","한일시멘트공장","Hanil Cement Factory","1","37.4964151","126.8545275"
"21115","11530","282","4148338","33","2947"," "," ","1","37.4839882","126.9006928"
"21117","11500","637","2005007","557","16513","한국정보문화진흥원","Hangukjeongbomun Hwa Promotionwon","1","37.5535439","126.8613759"
"21118","11500","13","4145049","7","267"," "," "," ","37.5438492","126.8350989"
"21121","11470","452","3114011","414","8974","금산빌라"," "," ","37.5269312","126.857775"
"21124","11470","460","3000010","415","9051","신목고등학교","Sinmok High School"," ","37.5126176","126.8737433"
"21127","11530","848","4148443","1184","14273"," "," ","1","37.4824131","126.8427642"
"21129","11530","857","4148027","1189","14485","개웅중학교","Gaeung Middle School","1","37.4872385","126.85117"
"21132","11500","994","4145054","829","22013","발산동천주교회","Balsandong Catholicismhoe","1","37.5472305","126.8335185"
"21133","11530","314","4148329","48","3346","이-스페이스","E-Space","1","37.4837639","126.8925706"
"21135","11470","649","3114013","1005","15327","한성빌라","Hansung Villa"," ","37.5223952","126.8258481"
"21137","11500","804","3115008","573","18306","염창금호타운아파트","Yeomchanggeumho Town Apartment"," ","37.5562871","126.8650487"
"21139","11500","379","4145546","378","10197","경복여자고등학교","Gyeongbok Girl'S High School"," ","37.5582534","126.8511241"
"21140","11500","382","4145343","381","10298","안진교통택시","Anjin Traffic Taxi","1","37.577359","126.8151431"
"21142","11500","385","4145038","385","10403"," "," ","1","37.5394468","126.8428425"
"21989","11545","732","3117002","1474","15371","디지털산전협동화공장"," ","1","37.4828221","126.876059"
"21991","11590","1109","4157537","1135","15892"," "," ","1","37.4960079","126.9172486"
"21992","11590","361","4157642","600","7527"," "," ","1","37.5045568","126.9586815"
"21993","11590","668","4157394","707","10608"," "," ","1","37.5027509","126.9634324"
"21994","11530","1326","4148138","2101","25151"," "," ","1","37.5018999","126.8422687"
"21995","11530","1336","4148139","2125","25395","대동하이츠빌라2동","Daedong Heights Villa 2","1","37.5037331","126.8434264"
"21996","11545","72","3117004","169","3182","형재상사"," ","1","37.4652497","126.9027145"
"21997","11545","78","3117004","169","3166"," "," ","1","37.4625513","126.9039336"
"21998","11545","84","3117004","169","3181"," "," ","1","37.4650623","126.9029139"
"21999","11530","990","4148431","1505","18282","금강그린빌","Geumgang Green Ville","1","37.489268","126.8320913"
"22000","11530","1003","4148431","1514","18373"," "," ","1","37.4896904","126.833221"
"22001","11560","408","4154356","1118","6859"," "," ","1","37.5103749","126.8958281"
"22002","11560","410","4154238","1351","8128"," "," ","1","37.5143805","126.8900896"
"22004","11560","800","4154309","2185","13540","한라아파트","Halla APT","1","37.5075336","126.8975032"
"22006","11530","1153","4148089","1853","22791"," "," ","1","37.5013337","126.8501867"
"22007","11530","1154","4148089","1801","21935","성현교회","Seonghyeon Church","1","37.5009827","126.8499382"
"22009","11530","1166","4148179","1809","22077","양우아파트","Yang-u Apartment","1","37.5048147","126.8566397"
"22010","11545","932","4151283","1622","17894","상주빌딩"," ","1","37.4774864","126.8995347"
"22012","11545","934","4151214","1634","17972"," "," ","1","37.4656902","126.8969419"
"22013","11545","935","4151029","1639","17999"," "," ","1","37.4513458","126.9091812"
"22014","11545","939","4151330","1647","18099"," "," ","1","37.4369249","126.9040604"
"21196","11530","1234","4148058","1827","22506"," "," ","1","37.5041141","126.8585017"
"21198","11500","623","4145210","556","16245","서울신기술창업센터"," "," ","37.5526369","126.8652701"
"21202","11500","997","4145373","838","22062"," "," ","1","37.5635691","126.8084258"
"21207","11530","55","3116001","11","1200","고려크리닉센터","Korea Clinic Center","1","37.4877729","126.8559994"
"21211","11530","65","3116001","11","1204"," "," ","1","37.4885043","126.8560414"
"21214","11530","349","3005070","2665","30193"," "," ","1","37.4830043","126.8862"
"21217","11530","84","3000028","12","1358"," "," ","1","37.5096908","126.8904289"
"21220","11530","398","4148214","384","5689","구로구시설관리공단","Guro-gu Facilites Management Corp."," ","37.4897073","126.8867742"
"21222","11530","1250","4148437","2017","23856","세종과학고등학교","Sejong Science High School","1","37.4969052","126.8275417"
"21228","11530","746","4148284","1047","12489"," "," ","1","37.5105982","126.8781619"
"21231","11500","638","2005007","557","16502","공항로충전소","Airportro Charging Station","1","37.5534502","126.8585596"
"21234","11530","54","3116001","11","1209"," "," ","1","37.4893802","126.8559505"
"21238","11470","644","4142226","955","14895"," "," "," ","37.5156219","126.8426186"
"21240","11500","178","4145545","141","4504","등촌주공10단지아파트","Deungchonjugong10Danji Apartment","1","37.5623528","126.84833"
"21241","11500","517","4145342","475","13560","도시개발공사아파트"," ","1","37.5747373","126.8187029"
"21246","11530","478","3116006","619","7982","우방아파트","Woobang Apartment","1","37.4976503","126.8747898"
"21249","11560","812","4154774","2231","13797"," "," ","1","37.5209229","126.9034729"
"21552","11470","432","3114001","412","8622","현대아파트","Hyundai Apts."," ","37.5235239","126.8717606"
"21555","11470","525","3114003","420","9962","목동신시가지아파트1단지","Mokdongsinsigaji Apt. 1-danji"," ","37.5397078","126.8795764"
"21558","11560","685","4154715","1912","11859","양우화인텔","Yangu Finetel","1","37.5207807","126.9042777"
"21560","11470","447","3114010","413","8904","경서농협","gyeongseo nonghyup"," ","37.5217839","126.8557642"
"21561","11500","513","4145415","472","13448","(주)우진코니티","Inc.Ujinkoniti"," ","37.5572708","126.8581414"
"21562","11470","611","4142062","667","12569","강성교통","gangseong Transportation"," ","37.5203991","126.8374376"
"21563","11470","612","4142369","711","12846"," "," "," ","37.5175613","126.852182"
"21564","11470","615","4142199","720","12952","동삼아트타운"," "," ","37.5462233","126.8687575"
"21566","11470","621","4142003","871","14029","성심연립"," "," ","37.5328492","126.8242223"
"21567","11470","625","4142028","795","13513","선주연립","Seonju Yeollip"," ","37.5409105","126.8265066"
"21568","11470","628","4142387","804","13595","대광주택"," "," ","37.5251077","126.8477565"
"21570","11500","1147","4145314","2402","32183"," "," ","1","37.5483144","126.8609899"
"21571","11530","865","4148055","1191","14570"," "," ","1","37.4860211","126.8525386"
"21573","11500","1000","4145210","854","22172","경성자동차공업사","Gyeongseong Motors Repair Shop"," ","37.5513345","126.8664331"
"21574","11545","447","3117005","882","8733"," "," ","1","37.4701417","126.8927776"
"21575","11470","522","3114009","419","9884","목동현대아파트","Mokdong Hyundai Apts."," ","37.5181152","126.8766825"
"21577","11500","692","3115005","561","0"," "," ","1","37.5638212","126.8110798"
"21578","11500","700","3115003","562","16819","송월치과의원","Songwol Dental Clinic","1","37.5430781","126.8444079"
"21579","11500","60","4145075","44","1542","삼성주택"," ","1","37.5297892","126.8512511"
"21581","11500","68","4145367","54","1867"," "," "," ","37.5650906","126.8149685"
"21144","11470","504","3005067","417","9566"," "," "," ","37.5352488","126.8349235"
"21145","11470","507","2005008","418","9636","맨내건철"," "," ","37.5266012","126.8357729"
"21146","11470","510","2005008","418","9770"," "," "," ","37.5303127","126.8655433"
"21148","11530","810","4148391","1117","13475"," "," ","1","37.5081446","126.878017"
"21149","11500","1092","4145017","1813","28725"," "," "," ","37.5319274","126.8474274"
"21151","11530","170","3005068","17","1935"," "," ","1","37.5022748","126.8629847"
"21152","11530","473","4148292","616","7894"," "," "," ","37.4985145","126.877761"
"21154","11500","665","4145073","560","16724","시엘(CL)모텔","Siel(Cl) Motel"," ","37.5284827","126.8406181"
"21155","11500","673","3115005","561","16790","강서성심의원","Gangseoseongsim Clinic","1","37.5703565","126.8124572"
"21156","11500","680","3115005","561","16746"," "," "," ","37.5632234","126.8097837"
"21158","11590","707","4157425","746","10923"," "," ","1","37.5002309","126.9611012"
"21159","11590","711","4157411","759","10970"," "," ","1","37.5080196","126.9618419"
"21161","11560","1314","3118024","3085","20981"," "," ","1","37.5207093","126.9052382"
"21162","11560","1316","3118024","3085","20990"," "," ","1","37.5223124","126.9054229"
"21164","11560","1323","3118016","3086","21086"," "," ","1","37.5249713","126.8925925"
"21165","11560","1325","3118016","3086","21150"," "," ","1","37.5226697","126.906529"
"21166","11560","148","4154755","352","2221"," "," ","1","37.524811","126.8869111"
"21168","11545","733","4151296","1480","15452"," "," ","1","37.4360077","126.905379"
"21169","11545","739","4151191","1483","15512","진양빌라(56동)"," ","1","37.4731029","126.8922857"
"21170","11545","751","4151254","1486","15584"," "," ","1","37.4678778","126.8956645"
"21172","11530","1518","3116002","2666","30206","코오롱글로텍","Kolon Glotech","1","37.4996148","126.856856"
"21174","11560","785","4154504","2125","13190"," "," ","1","37.5021797","126.9114905"
"22016","11545","948","4151262","1681","18421"," "," ","1","37.470163","126.8999082"
"22018","11560","1160","4154505","3065","19169"," "," ","1","37.5036366","126.9132838"
"22019","11545","958","4151291","1737","18972","용화정사"," ","1","37.4425538","126.9073415"
"22021","11560","1409","4154054","3114","21949"," "," ","1","37.5132943","126.8934614"
"22022","11590","748","4157432","841","11280"," "," ","1","37.5053911","126.9629591"
"22025","11530","1054","4148414","1580","19189"," "," ","1","37.4797419","126.826707"
"22026","11530","1036","4148414","1563","19096"," "," ","1","37.4795685","126.8311835"
"22027","11530","1046","3000021","1570","19134"," "," ","1","37.4802581","126.8248523"
"22028","11560","987","4154232","2621","16234"," "," ","1","37.5133908","126.8931646"
